Player,Tm,Pos,FG%,FT%,3P%,PTS
Frankie King,LAL,PG,0.3425,0.6665,0.25,13
Jimmy King,TOR,SG,0.382,0.6005,0.0735,142
Voshon Lenard,MIA,SG,0.403923,0.709923,0.360385,533
Cedric Lewis,WSB,C,0.667,0,0,4
Martin Lewis,TOR,SF,0.456,0.55,0.3095,44
Rich Manning,VAN,PF,0.40275,0.634,0.29175,64
Donny Marshall,CLE,SF,0.2454,0.5666,0.2224,58
Cuonzo Martin,VAN,SG,0.3,0,0.5,4
Clint McDaniel,SAC,SG,0.348,0.75,0.333,30
Antonio McDyess,DEN,PF,0.497529,0.652588,0.0165882,736
Loren Meyer,DAL,C,0.4028,0.6734,0.4288,182
Lawrence Moten,VAN,SG,0.357333,0.683,0.206,249
Todd Mundt,TOT,C,0.376333,0.416667,0,24
Howard Nathan,ATL,PG,0.556,0.75,0,13
Ed O'Bannon,NJN,SG,0.3315,0.8465,0.20475,217
Greg Ostertag,UTA,C,0.480273,0.550182,0.0454545,319
Cherokee Parks,DAL,C,0.460273,0.624818,0.0699091,214
Theo Ratliff,DET,C,0.475375,0.654208,0,315
Bryant Reeves,VAN,C,0.463333,0.694,0.0568333,824
Don Reid,DET,PF,0.4751,0.644,0,159
Terrence Rencher,TOT,PG,0.551,0.568333,0.206667,70
Shawn Respert,MIL,SG,0.406625,0.80275,0.305875,170
Lou Roe,DET,SF,0.324,0.612,0.2475,65
Stefano Rusconi,PHO,PF,0.333,0.4,0,8
Arvydas Sabonis*,POR,C,0.497286,0.787,0.319143,804
Joe Smith,GSW,PF,0.4295,0.768077,0.149615,541
Eric Snow,SEA,PG,0.407533,0.6954,0.152333,400
Jerry Stackhouse,PHI,SG,0.39345,0.83385,0.29735,882
Damon Stoudamire,TOR,PG,0.394235,0.820824,0.342353,782
Bob Sura,CLE,SG,0.407333,0.69375,0.30175,520
Larry Sykes,BOS,PF,0,0,0,0
Kurt Thomas,MIA,PF,0.47855,0.73855,0.2,470
Gary Trent,POR,PF,0.489091,0.628818,0.0706364,454
Logan Vander,LAC,SF,0.214,0.75,0,9
David Vaughn,ORL,PF,0.533857,0.634429,0,71
Rasheed Wallace,WSB,PF,0.454105,0.738842,0.311632,899
Jeff Webster,WSB,SF,0.348,0,0.333,18
Dwayne Whitfield,TOR,PF,0.433,0.636,0,40
Eric Williams,BOS,SF,0.403667,0.706111,0.292167,379
Corliss Williamson,SAC,SF,0.484437,0.713875,0.098875,668
George Zidek,CHH,C,0.347571,0.834429,0.142857,89
Shareef Abdur-Rahim,VAN,PF,0.454929,0.8295,0.266071,1172
Ray Allen,MIL,SG,0.4512,0.8975,0.39695,1310
Shandon Anderson,UTA,SG,0.415417,0.68175,0.269667,465
Dexter Boney,PHO,SG,0.316,0.75,0.167,19
Bruce Bowen,MIA,SF,0.368067,0.5244,0.374333,365
Mark Bradtke,PHI,C,0.431,0.692,0,59
Marcus Brown,POR,PG,0.343,0.842,0.203,46
Kobe Bryant,LAL,SG,0.4414,0.83495,0.3177,1682
Marcus Camby,TOR,C,0.45819,0.622,0.153714,481
Jimmy Carruth,MIL,PF,0.667,1,0,5
Erick Dampier,IND,C,0.486938,0.570813,0.0833125,456
Ben Davis,PHO,PF,0.3325,0.2375,0,13
Emanual Davis,HOU,PG,0.398,0.771167,0.349333,183
Tony Delk,CHH,PG,0.402375,0.765188,0.351313,407
Aleksandar Djordjevic,POR,SG,0.5,0.8,0.714,25
Nate Driggers,BOS,SG,0.302,0.714,0,36
Brian Evans,ORL,SF,0.340714,0.615286,0.311,104
Jamie Feick,TOT,PF-C,0.380333,0.462111,0.330333,137
Derek Fisher,LAL,PG,0.386182,0.829045,0.364455,510
Todd Fuller,GSW,C,0.401,0.7166,0,167
Dean Garrett,MIN,C,0.4215,0.434125,0,221
Reggie Geary,CLE,PG,0.355,0.4775,0.3405,104
Devin Gray,TOT,PF,0.32975,0.38875,0,21
Evric Gray,NJN,SF,0.267,1,0.25,13
Darvin Ham,TOT,SF,0.5597,0.4957,0.131,122
Steve Hamer,BOS,C,0.526,0.552,0,76
Othella Harrington,HOU,PF,0.498,0.725571,0,419
Michael Hawkins,BOS,PG,0.335,0.575,0.3215,33
Shane Heal,MIN,PG,0.28,0.7,0.265,48
Mark Hendrickson,PHI,PF,0.431167,0.767833,0.0416667,65
Allen Iverson,PHI,PG,0.4337,0.7671,0.34105,1372
Kerry Kittles,NJN,SG,0.430375,0.75775,0.3695,895
Travis Knight,LAL,C,0.398857,0.686143,0.039,182
Priest Lauderdale,ATL,C,0.484,0.558,0,127
Randy Livingston,HOU,PG,0.284455,0.613,0.136727,70
Horacio Llamas,PHO,C,0.4585,0.6,0.1665,29
Matt Maloney,HOU,PG,0.354333,0.782,0.313833,362
Stephon Marbury,MIN,PG,0.425588,0.763588,0.315941,1116
Walter McCarty,NYK,PF,0.385667,0.642167,0.32775,276
Amal McCaskill,ORL,C,0.3395,0.64575,0,51
Jeff McInnis,DEN,PG,0.431231,0.766,0.291538,478
Martin Muursepp,TOT,PF,0.40575,0.6245,0.247,136
Steve Nash,PHO,PG,0.477278,0.896,0.416944,965
Ruben Nembhard,TOT,SG-PG,0.448667,0.533333,0,26
Gaylon Nickerson,TOT,SG,0.333,0.666667,0,10
Moochie Norris,VAN,PG,0.357867,0.719467,0.238267,181
Jermaine O'Neal,POR,PF,0.4673,0.6979,0.0491,710
Ray Owes,GSW,PF,0.417,0.565,0.2,177
Vitaly Potapenko,CLE,C,0.465667,0.589933,0.0333333,305
Chris Robinson,VAN,SG,0.374,0.52875,0.36075,128
Roy Rogers,VAN,PF,0.3982,0.424,0.2,134
Malik Rose,CHH,PF,0.416647,0.736647,0.184,333
Kevin Salvadori,SAC,C,0.2205,0.611,0,21
Jason Sasser,TOT,SF,0.37925,0.125,0.20825,12
Brent Scott,IND,PF,0.471,0.5,0,19
James Scott,MIA,SF,0,0.5,0,1
Shawnelle Scott,CLE,C,0.463,0.46,0,47
Stevin Smith,DAL,SG,0.333,1,0.167,14
Matt Steigenga,CHI,SF,0.25,0.5,0,3
Joe Stephens,HOU,PF,0.31,0.472333,0.211,23
Erick Strickland,DAL,SG,0.372364,0.830909,0.337091,367
Brett Szabo,BOS,C,0.446,0.738,0,153
Antoine Walker,BOS,PF,0.413357,0.599,0.321857,1222
Samaki Walker,DAL,PF,0.3993,0.6694,0.0333,237
Ben Wallace,WSB,PF,0.463278,0.401167,0.0890556,366
John Wallace,NYK,SF,0.453429,0.766,0.271857,414
Donald Whiteside,TOR,PG,0.4135,0.3665,0.1665,30
Jerome Williams,DET,PF,0.485769,0.668692,0.0128462,358
Lorenzen Wright,LAC,C,0.418533,0.542867,0.0388667,413
Tariq Abdul-Wahad,SAC,SG,0.369,0.6179,0.2622,266
Derek Anderson,CLE,SF,0.393692,0.839308,0.326308,592
Chris Anstey,DAL,C,0.4,0.737667,0.118333,271
Drew Barry,ATL,PG,0.4284,0.7676,0.3856,35
Tony Battie,DEN,PF,0.471562,0.706812,0.189063,343
Chauncey Billups,TOT,PG,0.398174,0.889522,0.364174,839
Etdrick Bohannon,IND,PF,0.262667,0.495833,0,11
Keith Booth,CHI,SF,0.329,0.75,0.05,65
Rick Brunson,POR,PG,0.396067,0.561867,0.2786,87
Kelvin Cato,POR,C,0.473,0.601583,0.0833333,254
Keith Closs,LAC,C,0.486,0.662333,0,167
James Collins,LAC,SG,0.382,0.571,0.45,59
James Cotton,SEA,SG,0.357,0.8055,0,24
Chris Crawford,ATL,PF,0.461143,0.817571,0.274286,236
Austin Croshere,IND,PF,0.390286,0.747857,0.320143,322
William Cunningham,TOT,C,0.203667,0,0,4
Antonio Daniels,VAN,SG,0.438267,0.799933,0.295133,461
Tim Duncan,SAS,PF,0.504421,0.701211,0.138474,1394
Tony Farmer,CHH,C,0.364,0.7805,0.202,266
Danny Fortson,DEN,PF,0.4915,0.7697,0.0583,361
Adonal Foyle,GSW,C,0.464143,0.459786,0,214
Lawrence Funderburke,SAC,PF,0.497286,0.644429,0.049,290
Chris Garner,TOR,PG,0.259,0.631,0.143,36
Kiwane Garris,DEN,SG,0.269,0.38,0.1785,36
Ed Gray,ATL,SG,0.336,0.8015,0.3385,186
Derek Grimm,SAC,SF,0.286,1,0.333,14
Reggie Hanson,BOS,SF,0.5,0,0,6
Jerald Honeycutt,MIL,PF,0.33675,0.64275,0.257,76
Troy Hudson,UTA,PG,0.385545,0.784636,0.307,421
Zydrunas Ilgauskas,CLE,C,0.478385,0.760692,0.129615,844
Bobby Jackson,DEN,PG,0.414786,0.791786,0.344929,564
Anthony Johnson,SAC,PG,0.406524,0.745762,0.320619,259
Dontae' Jones,BOS,SF,0.333,0,0.261,44
Brevin Knight,CLE,PG,0.389941,0.729588,0.124706,349
Rusty LaRue,CHI,PG,0.3688,0.7392,0.414,97
Jason Lawson,ORL,C,0.6,0.8,0,26
Michael McDonald,CHH,C,0,0,0,0
Tracy McGrady,TOR,SF,0.424529,0.733412,0.336235,1095
Ron Mercer,BOS,SG,0.417917,0.805333,0.2115,647
Marko Milic,PHO,SF,0.5045,0.3235,0.25,54
Jeff Nordgaard,MIL,PF,0.278,0.889,0,18
Charles O'Bannon,DET,SG,0.403,0.9,0,60
Kevin Ollie,TOT,PG,0.370174,0.759478,0.17287,167
Anthony Parker,PHI,SG,0.495889,0.672778,0.312889,497
Scot Pollard,DET,C,0.484636,0.679545,0,202
Mark Pope,IND,SF,0.358333,0.290167,0.116833,47
Rodrick Rhodes,HOU,SF,0.2234,0.5338,0.1072,84
Shea Seals,LAL,SG,0.125,0.5,0,4
God Shammgod,WAS,PG,0.328,0.767,0,61
Kebu Stewart,PHI,PF,0.462,0.64,0,40
Michael Stewart,SAC,C,0.4092,0.6203,0,63
Ed Stokes,TOR,C,0.333,0.5,0,3
Johnny Taylor,ORL,SF,0.3078,0.2854,0.5764,53
Maurice Taylor,LAC,PF,0.449091,0.679818,0.0909091,578
John Thomas,TOT,PF,0.4943,0.5301,0,72
Tim Thomas,PHI,SF,0.434227,0.708636,0.359591,528
Keith Van,NJN,PF,0.447,0.836692,0.370154,851
Jacque Vaughn,UTA,PG,0.411667,0.784833,0.37925,288
Eric Washington,DEN,SG,0.4005,0.7355,0.351,358
Bubba Wells,DAL,SG,0.414,0.721,0.167,128
DeJuan Wheat,MIN,PG,0.389,0.6635,0.419,132
Alvin Williams,TOT,SG,0.341,0.702,0.271364,407
Brandon Williams,GSW,SG,0.154333,0.333333,0.111,13
Travis Williams,CHH,SF,0.4665,0.636,0,75
Peter Aluma,SAC,C,0.5,0,0,2
Toby Bailey,PHO,SG,0.4045,0.692,0.2,120
LaMark Baker,TOR,PG,0,0,0,0
Corey Benjamin,CHI,PG,0.36825,0.6745,0.24375,208
Mike Bibby,VAN,PG,0.408368,0.727789,0.357474,844
Earl Boykins,TOT,PG,0.431211,0.743526,0.292842,366
Gerald Brown,PHO,SG,0.371,0.786,0.3,80
Cory Carr,CHI,SG,0.329,0.75,0.167,171
Vince Carter,TOR,SF,0.431043,0.790522,0.366652,1194
Keon Clark,DEN,C,0.46625,0.545375,0.015625,440
Kornel David,CHI,SF,0.458286,0.717,0,112
Ricky Davis,CHH,SG,0.442188,0.771563,0.355625,785
Michael Dickerson,HOU,SG,0.4096,0.813,0.3922,651
Michael Doleac,ORL,C,0.437583,0.780167,0.0416667,267
Bryce Drew,HOU,PG,0.3455,0.729833,0.3445,180
Marlon Garnett,BOS,PG,0.294,0.75,0.261,51
Pat Garrity,PHO,PF,0.3977,0.7347,0.3327,401
Paul Grant,TOT,C,0.39025,0.09375,0,8
Matt Harpring,ORL,SF,0.455545,0.759182,0.337273,695
Al Harrington,IND,PF,0.42845,0.7138,0.3135,799
J.R. Henderson,VAN,SF,0.365,0.556,0.4,97
Larry Hughes,PHI,PG,0.388048,0.76119,0.29619,635
Randell Jackson,WAS,PF,0.213,0.328,0.0715,57
Sam Jacobson,LAL,PG,0.5344,0.6336,0.15,107
Jerome James,SAC,C,0.511889,0.572333,0,171
Antawn Jamison,GSW,SF,0.4475,0.700222,0.332556,1182
Damon Jones,TOT,PG,0.3888,0.685267,0.388867,312
Jonathan Kerner,ORL,C,0,0,0,0
Gerard King,SAS,SF,0.480667,0.717667,0,188
Raef LaFrentz,DEN,C,0.455917,0.71225,0.30475,561
Rashard Lewis,SEA,SF,0.439833,0.779889,0.359,902
Felipe Lopez,VAN,SG,0.43,0.6565,0.3335,333
Tyronn Lue,LAL,PG,0.439294,0.753588,0.409529,351
Sean Marks,TOR,PF,0.446091,0.678455,0.131818,58
Kelly McCarty,DEN,SG,0.667,0,0,4
Jelani McCoy,SEA,C,0.5545,0.36675,0,150
Roshown McLeod,ATL,SF,0.4296,0.6714,0.088,230
Brad Miller,CHH,C,0.475389,0.805278,0.3295,643
Cuttino Mobley,HOU,PG,0.432923,0.821538,0.382846,1007
Nazr Mohammed,PHI,C,0.478643,0.615321,0,313
Mikki Moore,DET,C,0.498105,0.704263,0.0368421,193
Makhtar N'Diaye,VAN,PF,0.25,0.75,0,5
Tyrone Nesby,LAC,SF,0.388333,0.7755,0.292833,490
Rasho Nesterovic,MIN,C,0.4835,0.603667,0.02775,459
Dirk Nowitzki,DAL,PF,0.468842,0.874053,0.376211,1592
Michael Olowokandi,LAC,C,0.435727,0.591364,0,397
Andrae Patterson,MIN,PF,0.5965,0.389,0,60
Ruben Patterson,LAL,SF,0.503417,0.6295,0.143,650
Paul Pierce,BOS,SF,0.441579,0.804947,0.368105,1389
Casey Shaw,PHI,C,0.125,0,0,2
Jeffrey Sheppard,ATL,SG,0.385,0.615,0.286,40
Miles Simon,ORL,SG,0.2,0,0,2
Alvin Sims,PHO,SG,0.4,0.4,1,11
Brian Skinner,LAC,PF,0.431056,0.475389,0.0370556,183
Ryan Stack,CLE,PF,0.3555,0.8085,0,49
Vladimir Stepania,SEA,C,0.404833,0.559,0.125,186
Peja Stojakovic,SAC,SF,0.452556,0.899389,0.414167,845
Bruno Sundov,DAL,C,0.426778,0.4,0.0647778,20
Robert Traylor,MIL,C,0.475286,0.581857,0.247571,297
Bonzi Wells,POR,SF,0.457929,0.676071,0.286357,621
Tyson Wheeler,DEN,PG,1,0.5,1,4
Jahidi White,WAS,PF,0.449222,0.455667,0,246
Jason Williams,SAC,PG,0.386214,0.639571,0.316143,594
Shammond Williams,ATL,PG,0.357273,0.783818,0.311727,252
Trevor Winter,MIN,C,0,0,0,0
Korleone Young,DET,SF,0.5,1,0.25,13
Rafer Alston,MIL,PG,0.370267,0.7162,0.337467,541
Chucky Atkins,ORL,PG,0.382647,0.784176,0.337529,481
William Avery,MIN,PG,0.326667,0.709667,0.242667,126
Jonathan Bender,IND,SF,0.453375,0.76775,0.265125,181
Calvin Booth,WAS,C,0.42325,0.681562,0.0625,101
Lazaro Borrell,SEA,SF,0.444,0.545,0,62
Cal Bowdler,ATL,SF,0.414,0.762333,0.133333,141
Ryan Bowen,DEN,SF,0.505,0.7178,0.148,131
Ira Bowman,PHI,SG,0.571333,0.166667,0,5
A.J. Bramlett,CLE,C,0.19,0,0,8
Elton Brand,CHI,PF,0.489235,0.727353,0.0784118,989
Greg Buckner,DAL,SG,0.4423,0.7662,0.3155,287
Rodney Buford,MIA,SG,0.3998,0.7204,0.244,294
Anthony Carter,MIA,PG,0.387733,0.674133,0.185933,207
John Celestand,LAL,PG,0.333,0.833,0.222,37
Vonteego Cummings,GSW,PG,0.388667,0.727333,0.307333,460
Baron Davis,CHH,PG,0.404882,0.724824,0.32,887
Derrick Dial,SAS,SG,0.368167,0.704333,0.168833,59
Obinna Ekezie,VAN,PF,0.340667,0.590333,0,101
Evan Eschmeyer,NJN,C,0.444,0.62825,0,105
Jeff Foster,IND,C,0.495,0.609923,0.131154,288
Steve Francis,HOU,PG,0.420455,0.773909,0.338091,1041
Devean George,LAL,SF,0.384273,0.722,0.334818,321
Dion Glover,ATL,SG,0.398,0.751125,0.279625,378
Adrian Griffin,BOS,SG,0.405182,0.680182,0.172273,180
Richard Hamilton,WAS,SG,0.445714,0.843857,0.344429,1122
Chris Herren,DEN,PG,0.3325,0.7125,0.3245,112
Derek Hood,CHH,PF,0,0,0,0
Rick Hughes,DAL,PF,0.486,0.462,0,82
Jermaine Jackson,DET,SG,0.375714,0.707143,0.137286,54
Tim James,MIA,SF,0.35,0.507667,0.111,22
Harold Jamison,MIA,PF,0.431,0.4445,0,36
DeMarco Johnson,NYK,PF,0.333,0,0,6
Jumaine Jones,PHI,SF,0.395125,0.723,0.354875,415
Lari Ketner,TOT,PF,0.30375,0.56675,0,17
Trajan Langdon,CLE,SG,0.401333,0.936,0.399,215
Quincy Lewis,UTA,SG,0.39425,0.52375,0.323,141
Todd MacCulloch,PHI,C,0.5475,0.62425,0,342
Corey Maggette,ORL,SF,0.444286,0.813714,0.299714,942
Shawn Marion,PHO,SF,0.48505,0.79035,0.27795,978
Andre Miller,CLE,PG,0.47528,0.78876,0.24284,725
Jason Miskiri,CHH,PG,0,0,0,0
Lamar Odom,LAC,SF,0.454929,0.6725,0.301,912
Scott Padgett,UTA,PF,0.3563,0.6222,0.3316,192
Milt Palacio,VAN,PG,0.410667,0.718444,0.194,274
James Posey,DEN,SF,0.402857,0.814929,0.338143,593
Laron Profit,WAS,SG,0.416,0.662,0.2245,110
Aleksandar Radojevic,TOR,C,0.301,0.6,0,13
Ryan Robertson,SAC,SG,0.333,1,0,5
Eddie Robinson,CHH,SF,0.5014,0.7344,0.2628,387
Michael Ruffin,CHI,PF,0.378889,0.484889,0,79
Wally Szczerbiak,MIN,SF,0.467,0.863286,0.400857,815
Jason Terry,ATL,PG,0.437889,0.832333,0.379556,1039
Jamel Thomas,TOT,SF,0.40875,0.5,0.08325,11
Kenny Thomas,HOU,PF,0.457,0.6054,0.0789333,496
Mirsad Turkcan,TOT,PF,0.332333,0.416667,0,22
Wayne Turner,BOS,PG,0.167,0.333,0,4
Dedric Willoughby,CHI,PG,0.341,0.765,0.296,190
Metta World,CHI,SF,0.407429,0.701,0.327476,703
Tim Young,GSW,C,0.333,0.778,0,54
Courtney Alexander,TOT,PG,0.413,0.8056,0.334,461
Dalibor Bagaric,CHI,C,0.324667,0.6,0,83
Erick Barkley,POR,PG,0.3585,0.45,0.259,38
Raja Bell,PHI,SG,0.442,0.725937,0.431,491
Mark Blount,BOS,C,0.483846,0.723769,0.0833077,481
Brian Cardinal,DET,PF,0.382083,0.8545,0.311417,175
Mateen Cleaves,DET,PG,0.3525,0.7315,0.299,101
Jason Collier,HOU,C,0.4452,0.7844,0.1358,168
Sean Colson,TOT,PG,0.188667,0.333333,0.15,10
Jamal Crawford,CHI,PG,0.411579,0.849053,0.357895,1019
Keyon Dooling,LAC,PG,0.415846,0.802,0.329154,389
Khalid El-Amin,CHI,PG,0.37,0.778,0.333,314
Marcus Fizer,CHI,PF,0.45,0.663667,0.285333,463
Ruben Garces,TOT,PF,0.261667,0.166667,0,10
Eddie Gill,NJN,PG,0.361778,0.678333,0.332778,67
Steve Goodrich,CHI,PF,0.2945,0.5355,0.1665,12
A.J. Guyton,CHI,PG,0.255667,0.549333,0.255,147
Zendon Hamilton,LAC,C,0.370125,0.67925,0,76
Jason Hart,MIL,PG,0.4756,0.604733,0.143333,130
Donnell Harvey,DAL,PF,0.540556,0.660444,0.0158889,184
Eddie House,MIA,PG,0.405938,0.809875,0.3985,389
Marc Jackson,GSW,C,0.426364,0.813727,0.201545,349
Stephen Jackson,NJN,SF,0.4004,0.772,0.30495,813
DerMarr Johnson,ATL,SF,0.413714,0.687571,0.328714,303
Garth Joseph,TOT,C,0.233333,0,0,1
Dan Langhi,HOU,SF,0.372,0.6465,0.256667,67
Art Long,SAC,SF,0.321,0.2258,0.4334,81
Mark Madsen,LAL,PF,0.409778,0.457444,0.111111,108
Jamaal Magloire,CHH,C,0.461071,0.535571,0,355
Kenyon Martin,NJN,PF,0.4874,0.596733,0.154,621
Desmond Mason,SEA,SF,0.446167,0.725333,0.161667,742
Dan McClintock,DEN,C,0.5,0,0,18
Paul McPherson,TOT,PG,0.504,0.726667,0.166667,174
Stanislav Medvedenko,LAL,PF,0.457286,0.629,0.214286,198
Chris Mihm,CLE,C,0.4439,0.7144,0.0429,374
Darius Miles,LAC,SF,0.474111,0.610778,0.163111,596
Mike Miller,ORL,SF,0.442684,0.721316,0.404526,630
Jerome Moiso,BOS,C,0.497375,0.477375,0,51
Hanno Mottola,ATL,SF,0.442,0.7805,0.0385,357
Mamadou N'Diaye,TOR,C,0.355143,0.655143,0,51
Lee Nailon,CHH,SF,0.461444,0.802,0.0555556,329
Eduardo Najera,DAL,PF,0.455562,0.606688,0.244313,222
Ira Newble,SAS,SF,0.402727,0.594182,0.305,192
Olumide Oyedeji,SEA,C,0.486,0.665667,0,42
Andy Panko,ATL,SF,0,0,0,0
Mike Penberthy,LAL,PG,0.457,0.8265,0.198,136
Morris Peterson,TOR,SG,0.413818,0.673545,0.339818,693
Chris Porter,GSW,SF,0.389,0.667,0,440
Lavor Postell,NYK,SG,0.338667,0.812667,0.263333,65
Joel Przybilla,MIL,C,0.448647,0.463647,0,141
Michael Redd,MIL,SG,0.421667,0.80525,0.32875,997
Quentin Richardson,LAC,SG,0.369,0.744308,0.339615,617
Terrance Roberson,CHH,SF,0,0,0,0
Jamal Robinson,MIA,SF,0.136,0,0,6
Soumaila Samake,NJN,C,0.396,0.7085,0,34
Pepe Sanchez,TOT,PG,0.1875,0.5,0,10
Daniel Santiago,PHO,C,0.4475,0.5235,0,104
Jabari Smith,SAC,C,0.410833,0.653,0.0833333,67
Mike Smith,WAS,SF,0.322,0.625,0.167,51
DeShawn Stevenson,UTA,SG,0.372294,0.672118,0.270235,410
Stromile Swift,VAN,PF,0.476308,0.649538,0.173077,383
Dragan Tarlac,CHI,C,0.394,0.758,0,103
Jake Tsakalidis,PHO,C,0.468778,0.670667,0,175
Hedo Turkoglu,SAC,SF,0.415941,0.718647,0.37,699
David Vanterpool,WAS,PG,0.418,0.6,0,122
Jake Voskuhl,CHI,C,0.462778,0.710222,0.037,201
Ruben Wolkowyski,SEA,PF,0.408,0.4925,0,40
Wang Zhizhi,DAL,C,0.352,0.796714,0.284714,93
Malik Allen,MIA,PF,0.445429,0.8025,0.154786,204
Chris Andersen,DEN,C,0.501,0.655882,0.137235,227
Gilbert Arenas,GSW,PG,0.396308,0.778154,0.330615,935
Brandon Armstrong,NJN,SG,0.340667,0.611,0.275333,79
Carlos Arroyo,TOT,PG,0.427412,0.795,0.289412,300
Mengke Bateer,DEN,C,0.402667,0.261333,0.222,52
Shane Battier,MEM,SF,0.432733,0.743733,0.3784,602
Charlie Bell,TOT,SG,0.319667,0.703778,0.236667,356
Ruben Boumtje-Boumtje,POR,C,0.202,0.506667,0,14
Michael Bradley,TOR,PF,0.5227,0.3897,0.0367,53
Jamison Brewer,IND,SG,0.39925,0.26825,0.13925,22
Primoz Brezec,IND,C,0.456231,0.539231,0.0256154,198
Damone Brown,PHI,SF,0.2915,0.64225,0.091,27
Ernest Brown,MIA,C,0.167,0.25,0,3
Kedrick Brown,BOS,SF,0.4,0.652167,0.234833,133
Kwame Brown,WAS,PF,0.495857,0.506714,0.0357143,301
Tierre Brown,HOU,SG,0.435,0.70575,0.1735,131
Tyson Chandler,CHI,C,0.586313,0.644313,0,562
Speedy Claxton,PHI,PG,0.393333,0.695667,0.141111,423
Jarron Collins,UTA,C,0.398833,0.615167,0,176
Jason Collins,NJN,C,0.391706,0.586412,0.122529,164
Joe Crispin,TOT,PG,0.347667,0.907667,0.271333,52
Eddy Curry,CHI,C,0.558909,0.587455,0.181818,620
Samuel Dalembert,PHI,C,0.512308,0.685308,0.0769231,524
DeSagana Diop,CLE,C,0.418438,0.352938,0.03125,98
Predrag Drobnjak,SEA,C,0.426,0.79825,0.25275,546
Maurice Evans,MIN,SG,0.432231,0.794385,0.314462,374
Isaac Fontaine,MEM,SG,0.214,0.667,0.2,11
Alton Ford,PHO,PF,0.465,0.523333,0,62
Joseph Forte,BOS,SG,0.1845,0.8335,0,15
Antonis Fotsis,MEM,PF,0.404,0.85,0.304,108
Tremaine Fowlkes,LAC,SF,0.41775,0.58575,0.17,75
Pau Gasol,MEM,C,0.512944,0.760833,0.265889,1180
Eddie Griffin,HOU,PF,0.3526,0.6948,0.2372,434
Tang Hamilton,MIA,SF,0.526,0,0,20
Trenton Hassell,CHI,SG,0.435909,0.737727,0.232182,351
Kirk Haston,CHH,PF,0.2,0.5,0,16
Brendan Haywood,WAS,C,0.522333,0.5628,0,416
Steven Hunter,ORL,C,0.5315,0.4735,0,227
Mike James,MIA,PG,0.38085,0.7313,0.38645,414
Richard Jefferson,NJN,SF,0.454278,0.740833,0.360889,858
Joe Johnson,TOT,SG,0.4418,0.79825,0.3648,1080
Alvin Jones,PHI,C,0.4,0.5,0,26
Andrei Kirilenko,UTA,SF,0.442769,0.742538,0.272077,725
Terence Morris,HOU,SF,0.392333,0.809667,0.137,157
Troy Murphy,GSW,PF,0.4295,0.7595,0.320438,541
Dean Oliver,GSW,PG,0.3055,0.771,0.1605,32
Tony Parker,SAS,PG,0.4895,0.751125,0.330062,1157
Vladimir Radmanovic,SEA,PF,0.401556,0.755389,0.359833,412
Zach Randolph,POR,PF,0.469167,0.752278,0.207611,1042
Zeljko Rebraca,DET,C,0.505429,0.747286,0,195
Jason Richardson,GSW,SG,0.436,0.711353,0.372765,1006
Norm Richardson,TOT,SG,0.273333,0.444667,0.333333,20
Jeryl Sasser,ORL,SG,0.2615,0.7395,0.1475,102
Kenny Satterfield,DEN,PG,0.29975,0.66475,0.15425,113
Brian Scalabrine,NJN,PF,0.398818,0.679455,0.288364,144
Ansu Sesay,SEA,SF,0.43575,0.62725,0.134,100
Bobby Simmons,WAS,SF,0.3699,0.7121,0.2756,418
Leon Smith,ATL,C,0.4425,0.3235,0,16
Will Solomon,MEM,SG,0.403,0.68475,0.33025,211
Etan Thomas,WAS,C,0.504778,0.623556,0,260
Jamaal Tinsley,IND,PG,0.375364,0.658364,0.264818,422
Oscar Torres,HOU,SG,0.42,0.7405,0.416,221
Jeff Trepagnier,CLE,SG,0.330667,0.690333,0.333333,29
Ratko Varda,DET,C,0.667,1,0,5
Gerald Wallace,SAC,SF,0.456833,0.663944,0.277167,658
Earl Watson,SEA,PG,0.3968,0.713067,0.3136,414
Rodney White,DET,SF,0.4065,0.703833,0.330833,305
Loren Woods,MIN,C,0.448667,0.519333,0.0555,92
Robert Archibald,MEM,PF,0.268,0.3644,0,16
Maceo Baston,TOR,PF,0.617,0.7375,0.10725,71
Mike Batiste,MEM,PF,0.422,0.784,0.222,481
Lonny Baxter,CHI,C,0.446444,0.618,0.148111,111
Carlos Boozer,CLE,PF,0.520231,0.718615,0.0128462,1075
J.R. Bremer,BOS,PG,0.279,0.5165,0.2245,191
Devin Brown,TOT,SG,0.379167,0.72475,0.241583,315
Pat Burke,ORL,C,0.410667,0.641333,0.234,156
Caron Butler,MIA,SF,0.426111,0.838,0.3295,790
Rasual Butler,MIA,SG,0.4066,0.668667,0.370267,420
Dan Dickau,ATL,PG,0.3631,0.8093,0.3466,272
Juan Dixon,WAS,PG,0.414,0.817818,0.356727,429
Melvin Ely,LAC,C,0.438364,0.570818,0,189
Reggie Evans,SEA,PF,0.464471,0.532235,0.0588235,228
Dan Gadzuric,MIL,C,0.430083,0.421333,0,215
Manu Ginobili,SAS,SG,0.448667,0.8214,0.370533,897
Gordan Giricek,TOT,SG-SF,0.431923,0.844462,0.362077,442
Drew Gooden,TOT,SF-PF,0.457739,0.782739,0.147609,509
Marcus Haislip,MIL,PF,0.43375,0.58575,0.3375,77
Adam Harrington,TOT,SG,0.294,0.75,0.351333,20
Junior Harrington,DEN,PG,0.379333,0.718333,0.278333,244
